id,text,true_label,continuous_toxicity_score,group,error_type,LR_pred,SVM_pred,DistilBERT_pred,BERT_pred,HateBERT_pred
5479370,"It's not just the backcountry that has a litter problem. People drive to our local parks and can't manage to take their trash home with them. If the city-provided trash cans are full, they just toss it nearby. 

Sunday morning there were huge rubbish piles all along the river bike paths, some near trash cans and others near places where people go down and swim (and drink and whatever). 

The city's Parks and Open Space department now has to pay people to clean up this mess every morning. Unfortunately, they don't venture off the path to get what blew away (or was dumped on the shore). I wouldn't be surprised if these same litterbugs don't also complain about rampant government waste while they cause this extra unnecessary (but for their actions) government expense.",0,0.0,General,"LR, SVM",1,1,0,0,0
5756180,"The obvious result should be that the abusers on reserves get charged and sent to jail. The Indians do not want this . Indians want a forum to trash Canadians ,which will solve nothing. Indians need to accept facts regardless who they want to blame. Indians are the ones committing the crimes.",0,0.3,General,"LR, SVM, DistilBERT, BERT, HateBERT",1,1,1,1,1
5253657,"Shawn, you could have stopped at "" I cannot think"" and had a statement thats 100% accurate. Instead you put in a bunch of trash that proves you ""can not think"".",0,0.4868421052631579,General,"LR, SVM, DistilBERT, BERT, HateBERT",1,1,1,1,1
845522,"Now the absence of ""one drop"" nonsense is defined as ""oppression."" Most of the people I've encountered who insist that ""black"" is a ""social construct"" and has nothing to do with phenotype are just trying to save and legitimize the ""one drop"" myth.",0,0.3,General,"LR, SVM",1,1,0,0,0
544645,"Why is denying the Jewish Holocaust of 75 years ago more objectionable than ""race-baiting and misogyny""? Trump's ""invincible ignorance"" has emboldened the lowest minds and awakened the most destructive wave of racism I've felt in my 60 years. And that won't end on election day. Signed, one of The African Americans, JD, dodging bullets in my miserable hovel in suburban Detroit - speaking here for The Mexicans, some of whom I assume are probably very good people . . .",0,0.4,General,"LR, SVM",1,1,0,0,0
4993971,"You have neo-Nazis like Steve Bannon sitting in the White House and Erdogan thinks, ""Nazism is alive in the West"". Nazism is not just alive, Nazism now sits in the corridors of power.",0,0.1666666666666666,General,"LR, SVM",1,1,0,0,0
5874126,A lame attempt to turn this topic into a hate on environmentalists,0,0.1666666666666666,General,"LR, SVM",1,1,0,0,0
5893812,So sad that you are so blinded by anti-Clintonism that you would sell out our country to the Russians. WOW!,0,0.0,General,"LR, SVM",1,1,0,0,0
5224311,"What a silly thing to say.
Nike invested so much time and $$$ into this, do you really think they'd risk their brand image and net worth by having a drugged up athlete run that marathon?",0,0.391304347826087,General,"LR, SVM",1,1,0,0,0
6293712,"You are ok with forcing young girls into marriage with old men? If you can't see the difference b/w these places, I hope you don't have daughters yourself.",0,0.2,General,"LR, SVM",1,1,0,0,0
6295514,"Actually lesparKKK made a comment a few weeks back that compared Michelle Obama to a monkey so no, he's made racist statements on here before...",0,0.3428571428571429,General,"LR, SVM",1,1,0,0,0
1040220,Ever heard of Carpooling? Birth control? Waiting around for government to fix your self-induced misery?,0,0.3,General,"LR, SVM",1,1,0,0,0
919791,"Islam has (according to the CIA) 60 thousand terrorists among 1.6 billion Muslims worldwide. That's less than four thousandths of a percent terrorists, or one in 26 .7 thousand Muslims. And most of them are identifiable as combatants in a few theaters that our CIA knows about.

Not even close to a ""flood"". We have a similar percent of home-grown terrorist among our own citizens, mostly non-Muslim.",0,0.0,General,"LR, SVM, DistilBERT",1,1,1,0,0
707513,Next election  we should dump all who voted for the cash grab. Every last cent will be wasted.,0,0.0,General,"LR, SVM",1,1,0,0,0
5487423,"First the Republicans spend years playing silly games repeatedly voting to repeal Obamacare. Now they can't even come up with a plan that they can pass all on their own?

Hey GOP, here's a thought. Why not try to come up with a plan that helps all Americans get healthcare while constraining the price increases, and sharing the burden of that plan fairly?",0,0.2,General,"LR, SVM",1,1,0,0,0
6071967,"You might supply a link to it, but if it is the typical leftist screed, do not bother.  We have heard it many times before and it is not guns that kill people, it is people that kill people.  If you want to solve the problem of mass killings that is where you have to put your efforts.  If you try to remove guns, it will just let the crooks and killers have the guns.   Also, if they can not get guns, they will use trucks, knives, and anything else they can get.  Getting rid of guns does not work.",0,0.0,General,"LR, SVM",1,1,0,0,0
429717,"LOL Mark Begich demands that republicans submit to his scrutiny. New flash Mark, you want good, honest people who care about their country to not vote for Trump? Put someone beside Hillary on the ticket!

Some people truly like him, some find him a nice change from the politics you played while mayor and senator, some don't like him at all but will still vote for him. But there are those that really hate him and will still vote for him. Why? Because he is running against a lowlife, thieving, lying, bribing, bribe taking scumbag like Hillary.

Trump is a wild card, not quite sure what you are gonna get with him. Clinton is not, it is guaranteed 4 more years of Obama, maybe 8.",0,0.4189189189189189,General,"LR, SVM, DistilBERT, BERT, HateBERT",1,1,1,1,1
6181135,"Plainthinker, indeed you have; and don't think for a moment that I haven't noted it. I know you're an ex-cop, so you bring that perspective, which, to my delight, has not clouded but rather informed your judgment. I was a bit harsh here, and I apologize.",0,0.0,General,SVM,0,1,0,0,0
5265823,Are you projecting your convictions of masturbation? Left field from a lefty doesn't equal a right.,1,0.7575757575757573,General,"LR, SVM",0,0,1,1,1
654994,"It is a quite serious comment. It's saying that if you disapprove of same sex marriage you shouldn't have one. But your personal disapproval should have no bearing on others having one.

And don't give us twaddle about ""disapproving of rape"" or something similar. You know it's a false analogy. Married gays are not the moral equivalent of rapists.",0,0.0,General,"LR, SVM, BERT",1,1,0,1,0
5187333,"How? Well first, you make sure they're poor and uneducated. Let's see, how can we accomplish this? Maybe, perhaps, restricting affordable access to birth control and slashing sex Ed in schools? An uneducated mom is often a poor and easily manipulated mom. 

secondly, you convince them that they're all just temporarily embarrassed millionaires. 

Third, you tell them their safety is at risk and the only way to make them safer is to become xenophobic and increase military spending to astronomic levels. 

Finally, you demonize feminists as ""anti-American militants.""",0,0.4,General,"LR, SVM",1,1,0,0,0
6332397,Did not the chief priests whip up the crowd to crucify Our Lord?  How is it anti semetic to acknowledge that some of Our Lord’s own people conspired with the Romans to put Him to death?  This is just feel good PC nonsense and unscriptural.,1,0.5,General,"LR, SVM, DistilBERT, BERT, HateBERT",0,0,0,0,0
767897,"except that Israel is not 100 per cent Jewish - so having ""their own state"" doesn't make sense here - unless you mean treating those non jews who live in their state as second class citizens

Israe  can either be jewish or it can be democratic - it cannot be both",0,0.0,General,SVM,0,1,0,0,0
846068,"Your use of all-caps is so cute. I suppose my post deriding you disappeared all by itself.
You backed a loser, but that is understandable.",1,0.5,General,SVM,1,0,1,1,1
664062,"""Nonsense"" right back at you.  And your memory may not be serving you ... perhaps you should ""ponder"" some more.

Edith Stein was most certainly Jewish - but she died professing her Catholic faith...as did her sister.  Other Catholics were killed in Auschwitz, too, you know. The Nazis hated many people, not just Jews.

Another interesting article you may prefer?  http://www.americamagazine.org/content/all-things/edith-stein",0,0.4,General,"LR, SVM",1,1,0,0,0
5055082,I'd say it's Trump's head that is currently exploding...,1,0.5,General,"DistilBERT, BERT, HateBERT",1,1,0,0,0
538397,"Not to matter. Pot can't call any kettle black, no more, no more.",0,0.0,General,"LR, SVM",1,1,0,0,0
423488,"According to Obama (you know, Mr. Inclusiveness himself) that would probably be ""those who cling to their guns and bible"".  Sure wouldn't want to leave it to the First Amendment people, those would be the ones that have made character assassination the standard every republican presidential nominee has had to endure in my lifetime.  You know, Reagan-going to get us in a nuclear war; Dole-to old and cranky; Bush-too dumb and a draft dodger; Romney-rich elitist that wants to push grandma off a cliff and tied a dog to his car roof.  As David Axelrod said: Kill Romney.  Yeah, that's the party of civility.",1,0.5,General,"DistilBERT, BERT",1,1,0,0,1
464646,"Oh, look at the smart guy making assumptions about peoples intelligence because they asked for facts to back up a claim. Also, your brilliant google stat (No source, I noticed) says ""contributed."" 

So does that mean they were also drunk, on coke, or meth? I'm guessing it does. What say you, professor? Or, what say Google I should say. Does it still mean weed causes accidents if you're also drunk over the legal limit? Or should we just blame all of that on marijuana anyway? 

If *you* actually do more research you may find that it's hard to measure what the effects are of weed on driving because it is being done in conjunction with other substances. It's also difficult to test and determine an exact level of impairment. Further, you may not have smoked in a week, yet a drug test will come back positive because of how long it stays in your system. So you could be completely sober and test positive for marijuana. (I can be a jerk on the internet too. It's fun!)",0,0.1666666666666666,General,"LR, SVM",1,1,0,0,0
5166760,"Lamont, the fed contribute 1:1, there has never been contributions at high multiples. Why make these statements you know are untrue?
80% of pensions come from investment returns, as a quick read of any independently auditted DB plan will show you. Contributing $9k for 35 yrs= 315k, 5 times this is 1.5mill which is plenty for a $40k pension.
Posting fake numbers fools nobody - except you",0,0.1666666666666666,General,LR,1,0,0,0,0
5284246,"Regarding Canada (Ontario) what about having a criminal investigation on Dalton, Wynne and the OPP that protect this corrupt regime.
Nope, lets complain about American leaders. More fake news from the elite!",0,0.0,General,"LR, SVM",1,1,0,0,0
5928428,"Do some research. The DACA recipients are already crying about their parents. DACA is the ""foot in the door"". If you think this amnesty deal is the end of it you are mistaken. Copying and pasting that people are spreading lies is silly. Bring some evidence to the table.",0,0.0,General,"LR, SVM",1,1,0,0,0
5854607,"So Eskom has a budget for huge bonuses but not for overtime.... I know if I worked there I would rather earn some regular overtime than hope to get a small part of the ""bonus"" after the fat cats have stolen the cream. But I don't suppose the fat cat management gives a damn about what would be preferred by, or even more motivating of the poor saps that actually work there.",0,0.1666666666666666,General,"LR, SVM",1,1,0,0,0
5725568,"""Did you just Google that?""  A comment that could just as easily have been made to a man and has been.

""You don't have kids and are not even married"" I am struggling with this one. If anybody had made a statement like that to an employee in any organisation that I have been involved with there would have been serious consequences.

""stuff it up and sink the office"" This is often said of men. The biggest challenge for a newly promoted person is to get their peers who were competition on side. About 25 years ago I heard of a comment around promotion time ""No balls no brains"" and the guy who made it didn't last very long at all.  

The younger person is usually the one who pours the coffee. 

""I think of you as my daughter"" Never heard that one before.

""Proposals in meetings"" Obviously never seen the way that guys sometimes stab each other in the back.

""You should smile more"" I have undoubtedly been called a miserable git by my staff. It's tough supporting The Kings.",1,0.6,General,"DistilBERT, BERT, HateBERT",1,1,0,0,0
6011503,"Tough if you were offended. According to you clowns it's his First Amendment right, just like taking a knee during the Anthem.
Just because you're offended doesn't mean you're right.",0,0.3,General,"LR, SVM, DistilBERT, BERT, HateBERT",1,1,1,1,1
432375,"What's incredible is this young man is asked to leave because of his inappropriate language,  then claims racism, then call the security guard a cracker. Sorry young man you are the racist.  
Violent lerycs wasent tolerated. Clean it up.",0,0.4,General,"LR, SVM, DistilBERT",1,1,1,0,0
5609556,"The Muslim community widely denounced the 9/11 attacks. They widely condemn all Muslim violence, while 99.99% of Muslims are peaceful, as peaceful as Christians.",0,0.0,General,"LR, SVM",1,1,0,0,0
402696,"There's that ""Real Alaskan"" all the wags talk about.",1,0.5,General,"LR, SVM, DistilBERT, BERT, HateBERT",0,0,0,0,0
853091,"One of the scariest aspects of Trump is the fact that he has no depth outside the world of real estate. He has no education, skill or experience in virtually all of the aspects of the President's job. He shoots off his mouth like a petulant child without thinking about the consequences. He has advisers but I expect him to only pay attention to what they say when they back him up. Scary man in important times.",0,0.0,General,"LR, SVM",1,1,0,0,0
5089881,"Good grief, couldnt they of choose a mall or gas station bathroom? Both are warmer choices. Just a thought for a thoughless animal abuser.",0,0.0,General,SVM,0,1,0,0,0
5664263,"Transgenders have served in every military since forever.

I know it's hard to grasp, but transgender, like gay, like so many issues and realities 
are NOT something just recently thought up by liberals to annoy y'all.",0,0.4,General,"LR, SVM",1,1,0,0,0
5857327,BOA is a farce...,0,0.0,General,"LR, SVM",1,1,0,0,0
5968349,"Do you blame them? To be considered "" intrinsically disordered""  and not welcomed in church?
Why would you bother?
I have several gay friends who are not wealthy and have left the church because they were not welcomed They have moved on to other denominations that welcomes all people.
That the Catholic Church does not, to me, is a very sad thing.",0,0.2,General,"LR, SVM",1,1,0,0,0
6050953,"Talks cheap! I based my opinions on actions, and right now their actions are disgusting and disrespectful. If someone is kicking my dog, while saying he loves dogs, I have tendency not to believe him.",0,0.3,General,"LR, SVM",1,1,0,0,0
5703496,"The ""endangers wildlife"" lie would have more legs if 99% of Alaskans didn't love killing it off as often as they are allowed to do so.",0,0.0,General,"LR, SVM",1,1,0,0,0
5356235,"Bluntly, the folks who run land use are in denial as to what the value of this and other land becomes when actual ruling law is operational. The rulers cannot fathom giving up any of their power despite the actual ruling law, federal law, increases benefits for everyone - floats all canoes. The rulers are ignorant of reality and prefer to depend on their own arbitrary, self interest biases because that's the way we always have done it so why change now, just because some silly court in far away Washington ruled otherwise. It won't be long before that silly new administration will be gone and we can just get on with business as usual. Mickey Mouse where are you?",0,0.0,General,"LR, SVM",1,1,0,0,0
864806,"Why are you sharing their bathroom?  And why are you so fixated on sex?  Do need more or less? What is the problem? Whatever it is, fix it. JFC.",0,0.3,General,SVM,0,1,0,0,0
999205,You might feel differently if a drunk driver killed or maimed a member of your family.,1,1.0,General,"LR, DistilBERT, BERT, HateBERT",0,1,0,0,0
