id,comment_text,target,label,predicted_label,non_toxic_logit,toxic_logit
239731,Love that they also participate in the Portland Farmer's Market at PSU... and trying to gluten-shame Tastebud and propping Papa Murphy's in the same sentence is laughable.,0.6,1,0,1.3952453,-1.4499208
239989,"On its face, Glueck's claim that AG Rosenblum needed a stronger settlement for her re-election is pretty silly.  She currently has no opponent, and  the Republicans have not fielded a primary candidate for AG in two election cycles.",0.5,1,0,0.9522557,-1.0138841
240878,"This is what a serious mental illness looks like, these paramilitaries/militias/”sovereign citizens”, a sociopathic paranoic delusional criminal hysteria, contagious to a degree, armed and very dangerous.",0.5454545454545454,1,0,0.15353449,-0.20944421
240900,"Is there evidence that it was a Bernie supporter? Last time I checked, Trump supporters poop too.",0.6,1,0,0.5473527,-0.5884691
241052,"Considering the real facts of this issue, I believe that it was inappropriate for the informant to report this ""scandal"" to the media. In my opinion, the informant most likely has a personal vendetta with individuals in the school. Or it is a common case of parental gossip. (Definition of gossip: casual or unconstrained conversation or reports about other people, typically involving details that are not confirmed as being true). If the freshman were dangerous to the community, he would have been removed from the school permanently. Though it was a stupid decision to create a ""hit list,"" one must take into account that teenagers react to hormones in different ways.",0.7,1,0,0.41431147,-0.5081064
241223,"These folks and their attorneys are a safety threat to all of society, they should stay in jail.",0.5,1,0,1.0354036,-1.095283
243762,"My goodness....Do you really think a politician and an attorney would conspire to self-promote?  You are such a cynic.  The Law Enforcement officials involved in the Malheur occupation action are to congratulated for their patience and self-discipline.  They're the heroes of this incident, not the armed occupiers or Arnold and Flore who came to the Refuge to ""strut upon the stage"" in their tawdry show of self-promotion.",0.5,1,0,1.9356737,-2.053341
246129,"Oh surprise!!!
Taxes are to politicians is no different than heroin to a drug addict",0.5,1,0,1.0570849,-1.1166313
248521,"""Alleged"" criminals.  Like Hillary.",1.0,1,0,0.63694954,-0.71462226
250945,"I cannot agree with you more.  Caitriona is a lovely, enormously knowledgable woman and I miss her lyrical voice when listening to KWAX.  The rude and unkind comments regarding her personal manner of speaking reflect on the ignorance and pettiness of the person who posted them.",0.5,1,0,0.4849806,-0.55488575
252042,"How do you know “torture results in little more than false confessions”? 

Kerry reply on ex-gitmo prisoner returning to jihad …. “Well, Senator, he’s not supposed to be doing that.” http://drrichswier.com/2016/02/28/video-kerry-on-gitmo-prisoner-who-returned-to-jihad-hes-not-supposed-to-be-doing-that/

Why do you defend these unconscionable jihadists who hate America, women and homosexuals?",0.8,1,0,0.44813707,-0.5352767
252993,"You know, you just can't make this stuff up!   

Hillary barking like a dog.  She seems so natural!",0.53125,1,0,0.9505804,-1.0352472
253764,"David and Charles Koch card is soooooo over played by the left it appears as ridiculous anymore. A quick check of the facts at least those openly known tell a far different story on who is spending money to control the establishment in both D and R parties.

http://www.thegatewaypundit.com/2014/02/evil-koch-brothers-rank-59-in-political-donations-behind-18-different-unions/

https://docs.google.com/document/d/1DjwyrBp31d4r81P4H7eVjXwJ0R3IMhpO3C67_uGIqXU/edit

The real stupidity comes when individuals or groups like Codepink claim ""Koch Kills Democracy"" When true democracy is nonexistent in the use of super delegates by democrats.  I believe it's safe to say they don't call them the donkey party because of their intelligent.",0.8,1,0,0.6436416,-0.7386188
253992,"LOLOLOL this IS the process, they are following the constitution. They are doing nothing different than liberal democrats, but once again liberal democrats lecture to do as they say, not as they do, and why we should never underestimate the staggering hypocrisy of liberal political bigots.",0.5,1,0,0.09254479,-0.18404265
254816,"Building more road capacity is a fool's errand. Ultimately, investing in efficient mass transit and encouraging biking and (gasp!) walking is much less expensive than slapping down more asphalt. And of course, cars have all sorts of hidden costs to society, like pollution, that don't factor into your thinking. How much busier would the streets be if the 6% of bike commuters drove to work instead? It's just silly to rant against the costs of painting a bike lane while ignoring the many benefits.",0.5,1,0,0.3595195,-0.4439543
254886,"This is exactly the kind of pennywise and pound foolish thinking I was talking about: Looking only at the ""costs"" while ignoring the benefits. Trains are much more efficient at moving people than individual cars. What are the benefits of less congestion, less pollution, and providing transportation options for the elderly, disabled, students, low-income workers, etc etc? A responsible society needs to look at the big picture.",0.7,1,0,0.90916383,-0.99395025
255194,"Lots of people stood firm against Nazis without being racist.
Lots of banks are famous without having the monopoly on insuring slaves.
You're starting to look like you're defending racism. What's next - your closest friend is black, amirite?",0.5,1,0,0.12521467,-0.19663192
255888,"""It’s 8 (eight) blocks to the bus stop for me. If it’s good enough for me at 71 it’s good enough for her at 90."" Oh really? What kind of a person knows what's good for others? The arrogant with cruel disregard. Shame on you.",1.0,1,0,0.82353365,-0.92049676
256013,This dispute needs more guns!,0.8,1,0,2.0033557,-2.0428667
257478,"You have the articulation skills of a stoned 14 year old dropout who can't handle their weed. You're original post should have read: ""it's you're, not your,"" and the not incomprehensible gibberish you posted. Thank you for pointing out an obvious typo. It's not as if you have anything remotely intelligent to offer, sweety.",0.5,1,0,1.020647,-1.0641402
258914,"I agree, this new comment site stinks.",0.6,1,0,0.17168626,-0.18677454
259421,They later came out and said they had counted cards from Hillary supporters who had left early and she ended up with 86 votes.  What a screw up.,0.9,1,0,0.5284047,-0.6074142
259575,"Does she look good in orange? Because I think there's a really good chance Hillary will be wearing orange in the near future.

Will Alaska Democrats vote for Hillary if she's under indictment for playing fast and loose with state secrets in her email?

Oh, wait! They're Democrats and, like the Republicans who gave Stevens the 2010 nomination despite his indictment ... yes, I suspect they will vote for her. Partisans are really not that smart.",0.5,1,0,1.0239867,-1.1732022
260679,"Again Charlie, both you and EyesOnYourself are off base.

This news story IS ALL ABOUT OBESITY, and Angela's battle to overcome it.  To argue otherwise is silly.  Did you not read about how she got up to 340? That is considered to be Morbidly Obese, and usually results in a person becoming disabled at a young age, with a significantly reduced lifespan.

Angela's story is all about her struggle with obesity, and all I have done here is to try to further educate the public on its dangers. 

You, on the other hand Charlie, have contributed nothing at all to this discussion, other than to cast totally unfair attacks on me and my motivations for posting.   If you look back, you will see that I only talked about my own experience in order to defend myself from aspersions about my motives. 

I strongly resent your remarks, as they are of a most personal nature, and have nothing whatsoever to do with the topic of this news story.  Get off my back.

You are clearly an Internet bully.",0.5,1,0,1.0541586,-1.1763893
261235,"A guy taking money out of elderly poor people's mouths to sustain share holder profits for some of the most amazingly profitable corporations in the history of the world while they have a financial hiccup isn't just ignorant of his professed Christian religion, he's an active enemy of everything Jesus of Nazareth stood for and advocated.  The devil really can quote scripture, I guess.",0.5,1,0,0.85160923,-0.98674583
